Datum;Tmax;Tmittel;Tmin;Tminboden;Windmax_BF;Niederschlag;Sonnenstunden
2015-05-29;18;11.8;3.6;-0.8;5;0;9200
2015-05-30;14.8;10.5;5.6;1.7;6;1.9;6600
2015-05-31;18.8;13;5.5;3.5;5;2.5;2100
2015-06-01;17;12.9;7.8;5.8;6;0;6533
2015-06-02;19.4;15.7;10;8.2;7;0;1
2015-06-03;18.1;14.7;6.5;1.7;7;0;8400
2015-06-04;20;12.5;4.1;-0.8;5;0;15083
2015-06-05;28.3;19.4;6.4;3.4;5;0;13483
2015-06-06;24.5;18.6;6.3;0.9;6;0;9400
2015-06-07;21.2;13.7;5;-0.2;5;0;13933
2015-06-08;17.7;12;4.7;-0.6;5;0;7183
2015-06-09;18.2;12.5;5.5;0.9;5;0;8983
2015-06-10;20.6;13.6;3.7;-0.9;5;0;15517
2015-06-11;22.2;14.4;4.8;-0.1;4;0;15133
2015-06-12;26.2;17.6;6.8;4;5;0;15433
2015-06-13;28.7;19.6;12.6;8.6;6;1.8;5433
2015-06-14;17.6;14.7;10.1;9.2;5;0;1067
2015-06-15;16.6;11.2;4.9;0.3;6;0;6250
2015-06-16;16.9;11.7;5.3;-0.8;5;0;2833
2015-06-17;19.8;13;3.4;-2;5;1.4;5900
2015-06-18;18.2;13.2;9.6;8.8;5;2.2;2000
2015-06-19;16.7;12.4;9.5;8.9;6;0;1050
2015-06-20;19.5;13.6;8.3;3.5;6;0;5450
2015-06-21;18.9;14;7.3;2.4;4;7.6;1967
2015-06-22;15.3;12.4;10.2;10.1;5;1.6;0
2015-06-23;19.4;13.9;9.9;9.5;5;0.1;4550
2015-06-24;16.8;13.1;10.3;9.9;5;0;1
2015-06-25;22.3;16.8;12.8;12.2;4;0.1;2950
2015-06-26;21.9;17.6;13.2;12.1;3;0;3450
2015-06-27;25;18.2;12.5;11.3;6;0;4267
2015-06-28;23.7;16.9;9.8;5.9;5;0.5;10067
2015-06-29;25.6;19.1;13.8;10.8;5;0;8650
2015-06-30;24;17.8;10.7;6.9;4;0;14083
2015-07-01;27.6;20;9.1;5.3;5;0;15633
2015-07-02;31.6;24.2;15.7;13.7;6;0;15583
2015-07-03;31.5;24.2;17.3;13.7;4;0;9950
2015-07-04;34.7;25;15.8;12.7;6;2.8;12567
2015-07-05;31.6;24.6;17;15.2;6;1.4;6567
2015-07-06;24;19.2;12.1;9.2;6;0;10467
2015-07-07;27.9;20;10.8;7.8;5;1.8;8150
2015-07-08;20.1;16.6;12.8;11.8;7;3;4583
2015-07-09;17.4;13.4;10.9;9.6;8;0.4;6367
2015-07-10;19.1;14.2;7.9;3.5;7;0;10067
2015-07-11;24.2;15.8;6;3;4;0;9267
2015-07-12;21.4;16.9;11.6;9.3;5;15.9;0
2015-07-13;22.4;17.1;14.8;14.7;5;0.8;2633
2015-07-14;20.6;16.7;12.5;11;3;1.8;1
2015-07-15;22.8;17.4;11.2;8.4;4;0.2;9717
2015-07-16;22.8;17.2;10.6;8.4;5;0;5933
2015-07-17;30.8;20.1;8.5;6.6;5;6.3;11433
2015-07-18;24.6;18.9;10.1;6.9;6;0;8967
2015-07-19;15.3;12.9;9.1;6;5;4.7;0
2015-07-20;21.8;16.7;11.4;9.9;5;0;8500
2015-07-21;25.2;20.1;13.2;10.4;6;1.6;10050
2015-07-22;26.9;20.4;13.1;11.2;5;0;11383
2015-07-23;20.2;16.2;8.9;5.6;5;0;5133
2015-07-24;24.1;16.9;6.7;4;5;13.1;9233
2015-07-25;26.2;17.8;13.4;13;7;10.9;4567
2015-07-26;20;15.8;12.3;11.8;7;0.6;7867
2015-07-27;19.6;15.3;12.7;12;5;9.1;1
2015-07-28;17.7;15.1;12.1;10.9;6;9.6;1
2015-07-29;18.3;14;10.4;10.5;7;15;3550
2015-07-30;17.1;13.3;12.1;11.6;6;2.7;0
2015-07-31;18.1;13.1;5.7;2.5;5;0;5367
2015-08-01;21.2;13.5;4.3;2.5;4;0;11583
2015-08-02;24.4;17.3;9.6;7.3;4;0;14117
2015-08-03;30.1;21.2;8.5;6.7;4;0;14467
2015-08-04;32.5;23;16.1;16;7;7.4;9433
2015-08-05;24.5;18.6;12.5;10.8;4;0;13167
2015-08-06;30.4;22.3;10.8;9.5;4;0;13917
2015-08-07;24.3;20.2;16.7;14.6;4;3;4533
2015-08-08;23.2;18.5;13.6;11;5;2.1;2317
2015-08-09;22.8;17.3;10.1;8;5;0;13717
2015-08-10;26.1;19.2;12.8;12;4;21.1;4283
2015-08-11;25.4;20.1;16.6;16.3;6;0.2;6550
2015-08-12;21.3;18.4;13.5;10.7;4;0;2617
2015-08-13;23.3;17.9;10.7;9.3;5;0;13900
2015-08-14;31.4;23.1;15.9;14.3;5;1.9;7900
2015-08-15;24.7;20.8;16.3;14.7;3;0;1867
2015-08-16;24.8;19.6;15.6;14.2;4;7.2;3800
2015-08-17;22.5;19.8;17.7;17.5;6;2.1;0
2015-08-18;20.4;17.5;15.6;15;4;0.9;0
2015-08-19;18.5;15.8;11.7;10;4;0;0
2015-08-20;22.9;16.1;11.3;7.8;4;0;7050
2015-08-21;25.6;17.4;8.4;5.8;4;0;13517
2015-08-22;25.9;17.8;8.9;6.1;5;0;13350
2015-08-23;25.1;17.9;10.1;6.4;6;0;11083
2015-08-24;24.6;19.1;13.6;10.8;5;0;2533
2015-08-25;21.6;17.7;15.1;13.9;6;1.9;4217
2015-08-26;24.9;19.5;13.5;11.7;5;0.6;7833
2015-08-27;21.4;17.5;13.5;13.2;5;7.5;0
2015-08-28;20.8;16;12.3;9.9;4;2;5333
2015-08-29;23.4;16;8.3;6.3;4;0;8683
2015-08-30;22;16.7;10.5;9;3;6.5;3433
2015-08-31;26.9;20.1;15.4;14.4;4;0;8600
2015-09-01;21.9;17.5;12.8;11.3;5;0.5;0
2015-09-02;19.7;14.7;8.7;5.5;6;0;8700
2015-09-03;18.3;13.2;8.7;5.3;4;1.9;5450
2015-09-04;17.1;13.5;7.9;5.9;5;0.7;1
2015-09-05;16.7;13.1;10.6;9.1;7;9.1;3950
2015-09-06;18.8;13.7;8.8;6.3;6;0;6000
2015-09-07;18.5;12.9;8.1;5.2;5;0;11583
2015-09-08;19.4;13;7.8;4.1;5;0;7083
2015-09-09;18.6;11.9;4.9;1.6;5;0;10600
2015-09-10;20;12.9;4.6;1.2;5;1.7;8733
2015-09-11;16.3;12.6;8.1;5.1;5;0.5;1
2015-09-12;20.3;14.9;6.7;5.8;5;6.6;6050
2015-09-13;20.7;17;14.6;14.3;4;1.5;1350
2015-09-14;19;16.6;14;13;5;14.3;2650
2015-09-15;16.8;13.6;10.7;9.3;6;0.2;5483
2015-09-16;17.3;14.3;10.7;9.4;5;3;0
2015-09-17;18.7;17;13.5;12.9;6;0.7;0
2015-09-18;19.4;14.6;10.4;7.7;5;1.9;8533
2015-09-19;16.1;12.8;9.3;6.3;3;2.6;1
2015-09-20;16.4;12.3;8.4;5.1;6;3.8;5317
2015-09-21;14.4;11.8;7;3.8;3;0.4;0
2015-09-22;15.6;13.4;11.6;10.7;4;0.3;0
2015-09-23;16.3;12.3;9.5;6.4;4;0;3750
2015-09-24;17;13.4;9.3;7;5;0.3;3967
2015-09-25;17.3;12.1;5.9;3;4;0;6233
2015-09-26;17;11;4.4;1.3;4;0;7150
2015-09-27;17.1;10.2;4.5;1.1;4;0;9767
2015-09-28;17.6;9.1;2.9;-0.2;3;0;7350
2015-09-29;16.8;9.4;3.3;0.5;5;0;7183
2015-09-30;16.6;8.8;2.3;-0.7;4;0;9417
2015-10-01;17.6;9.2;2.1;-0.9;4;0;8533
2015-10-02;16.9;8.8;3.2;1.6;3;0;5283
2015-10-03;17.7;8.9;0.9;0.1;4;0;8800
2015-10-04;18.9;11.5;4.8;3;4;0;8950
2015-10-05;18.4;11.6;4.1;2.8;4;0;6733
2015-10-06;15.8;13.6;10.5;9.2;6;0.6;0
2015-10-07;14.3;12.9;10.9;10.9;5;10.8;0
2015-10-08;11.1;10.1;8.3;8.2;3;0.8;0
2015-10-09;12.1;9;5.2;3.1;3;1.3;0
2015-10-10;10.2;5.7;0.1;-3.9;5;0;9767
2015-10-11;10.5;3.9;-1.9;-4.6;5;0;10083
2015-10-12;8.9;3.2;-1.5;-4.3;5;0;9033
2015-10-13;8.1;4.5;-1.5;-3.3;3;0;0
2015-10-14;7.8;5.9;4.4;4.2;5;5.1;0
2015-10-15;9.5;7;5.8;5.7;5;2.5;0
2015-10-16;8.9;7.7;6.3;6.2;3;10.6;0
2015-10-17;9.8;8.6;7.6;7.6;3;3.2;0
2015-10-18;9.6;8.6;7.7;7.7;3;4.1;0
2015-10-19;12.9;9.1;5.3;2;4;0;6433
2015-10-20;12.1;8.8;6.8;6.5;3;0;0
2015-10-21;12.1;9.8;7.3;6;4;0;0
2015-10-22;12.7;10.7;9.2;8.1;6;0.2;0
2015-10-23;15.3;10.5;4.3;2.2;5;0;4750
2015-10-24;12.8;9.8;6.1;2.8;3;0;3400
2015-10-25;14.8;9.8;2.7;-0.4;5;0;4550
2015-10-26;12.5;5.1;-0.4;-2.4;4;0;7583
2015-10-27;12.5;6.4;0.1;-2.9;4;0;8917
2015-10-28;11.9;6.5;1.7;-0.5;4;0;7400
2015-10-29;12.5;6;0.5;-1.3;3;0;5050
2015-10-30;12.8;8.4;6.3;6.1;4;0;1533
2015-10-31;12.8;9.5;6.5;5;5;0;7217
2015-11-01;14.1;7.4;2.4;-0.7;3;0;6167
2015-11-02;8.1;7.1;5.7;5.9;3;0;0
2015-11-03;6.1;3.8;1.6;2.1;3;0;0
2015-11-04;8.2;4.2;0.1;0.5;3;0.1;6033
2015-11-05;14.5;10.6;7.2;6.1;3;6;1133
2015-11-06;14;12.6;11.2;10.7;4;9.5;0
2015-11-07;16.9;15.2;13.2;12.8;7;3.8;0
2015-11-08;14.9;12.2;9.8;7.4;7;5.9;5267
2015-11-09;14.5;12.4;10.3;9.7;6;4;1367
2015-11-10;15.9;14.2;11.4;11.1;7;4.8;0
2015-11-11;15;13.4;11.8;11.2;5;0.1;0
2015-11-12;14.8;11.4;6.9;2.6;6;0;4483
2015-11-13;14.1;10;6.7;5.1;8;1.2;2683
2015-11-14;8.3;7;5.8;4.4;7;7.4;1033
2015-11-15;8.8;8;6.8;6.4;4;24.3;0
2015-11-16;12.6;10.9;8.6;8.1;5;2.9;0
2015-11-17;13.8;10.6;9;8.3;6;9.6;0
2015-11-18;14;11.1;9.8;8.5;8;6.7;0
2015-11-19;11.5;10;8;6.8;8;5.8;1
2015-11-20;8.3;7.3;5.6;5.3;6;1.5;0
2015-11-21;5.7;4.3;0.8;-0.3;5;1.1;0
2015-11-22;1;-0.1;-2;-5.4;5;6.7;0
2015-11-23;4.2;1.8;-0.5;-3.7;4;0;7200
2015-11-24;4.4;2.6;1.4;1;6;1.6;0
2015-11-25;5;3.3;1.3;-0.2;4;0.3;0
2015-11-26;7.3;3.2;0.2;-4.6;4;0;7150
2015-11-27;5.7;2.5;0.1;-4.4;5;0.2;2933
2015-11-28;7.1;3.9;1.6;1.3;5;6;1933
2015-11-29;10.5;7.6;4;3.4;8;8;0
2015-11-30;6.7;4.6;2.1;0.3;7;3.4;1
2015-12-01;7.1;5.4;3.1;1.7;5;2.2;0
2015-12-02;10.9;9.9;6;5.8;5;0;0
2015-12-03;10.4;9.2;7.2;6.2;4;0;1
2015-12-04;9.8;8.4;6;5;7;0.4;0
2015-12-05;9.4;8.8;8;6.6;6;0;0
2015-12-06;11.7;9.4;6.9;5.5;7;1.7;1
2015-12-07;10.3;8.6;5.4;4.1;5;0;0
2015-12-08;11.9;9.4;6.9;3.9;4;1.5;5183
2015-12-09;9.8;7.7;3.9;2.6;5;0;1333
2015-12-10;7.5;5.4;3.5;2.1;5;1.4;3683
2015-12-11;7.8;5.4;3.6;1.5;6;1.7;0
2015-12-12;7.5;5.4;3.5;2.9;6;15.6;1950
2015-12-13;10.3;4.6;-2.3;-4.3;7;0;3933
2015-12-14;3.8;1.3;-3.6;-5.1;4;0;0
2015-12-15;5.7;3.8;2.1;0.6;4;0;0
2015-12-16;9.6;5.9;3.1;3;4;1.1;0
2015-12-17;12.6;11.5;9.7;9.3;4;0.5;0
2015-12-18;12.6;11.7;11;9.3;6;1;0
2015-12-19;12.8;11.4;9.6;8.2;5;0;1183
2015-12-20;12;10.9;9.3;7.8;4;0.2;0
2015-12-21;11.2;10.2;8.5;7.4;8;6.4;0
2015-12-22;13.4;10.6;7.8;6;7;1.2;0
2015-12-23;13.6;10.5;5.2;3.7;8;0.9;1183
2015-12-24;12;8.2;4.6;2;5;0.3;4233
2015-12-25;10.3;7.8;6.1;4.9;7;0.9;6117
2015-12-26;14.3;13;9.3;8.8;7;1.4;0
2015-12-27;13;10.5;3.7;-0.3;6;1.5;0
2015-12-28;5.5;3.6;-1.6;-2.9;5;0;0
2015-12-29;5.7;4.8;3.5;2.2;6;0;1617
2015-12-30;5.2;3.7;0.6;-0.7;6;0;0
2015-12-31;2.9;1.1;-0.3;-1.5;6;4;0
2016-01-01;4.2;2.5;-2;-4;3;0;1
2016-01-02;3.3;-1;-5.9;-5.6;6;0;0
2016-01-03;-5.3;-6.8;-8;-8.6;6;0;0
2016-01-04;-6.9;-8.1;-10;-10.4;6;0;0
2016-01-05;-6.3;-7.3;-8.8;-9.5;5;0;0
2016-01-06;-4.6;-8.8;-11.9;-14.6;4;0;5717
2016-01-07;-2.4;-5.9;-11;-14.1;5;4.3;0
2016-01-08;4.1;1.7;-2.4;-2.4;8;3.5;0
2016-01-09;3.3;1.1;-2.7;-6.2;4;0;2800
2016-01-10;3.4;1.3;-0.6;-3;5;7.9;0
2016-01-11;2.7;1.7;0.5;-1.4;4;0.9;0
2016-01-12;5.4;3.2;2;0.9;4;2.4;0
2016-01-13;3.6;2.2;0.9;0.1;6;0.8;0
2016-01-14;2.9;1.6;0.2;-1.2;4;0.9;0
2016-01-15;1.4;0.4;-0.6;-1.9;4;0.6;0
2016-01-16;0.4;-0.8;-4.7;-7.4;3;1.2;0
2016-01-17;-0.7;-3.4;-9.3;-12.6;5;0;3567
2016-01-18;-1.4;-5.2;-9.1;-12.5;3;0;0
2016-01-19;-1.1;-3.9;-6.7;-8.1;5;0.4;0
2016-01-20;-0.1;-1.3;-3.2;-5.1;4;0;0
2016-01-21;-2.9;-4.9;-6.9;-7.2;3;0;0
2016-01-22;-2.6;-5.4;-7.5;-7.3;5;3.1;5600
2016-01-23;4.5;0.8;-4.2;-4;4;0.1;0
2016-01-24;6.8;4.8;3.6;2.8;4;3.3;0
2016-01-25;10.1;8.5;6.8;5.6;4;0;0
2016-01-26;10.3;8.9;7.6;6.4;7;1.1;1
2016-01-27;11.4;10.1;8.2;7.5;6;3.6;0
2016-01-28;11;6.7;3.3;1.8;7;0.1;3617
2016-01-29;9.8;6.6;3.3;1.7;7;0.3;0
2016-01-30;9.9;6.7;2.9;1.1;6;13.6;0
2016-01-31;5.4;3.7;1.8;0.6;6;2.3;2267
2016-02-01;11.2;7.2;2.5;-0.8;7;5.8;0
2016-02-02;9.7;8.2;5.5;4.1;9;0.6;0
2016-02-03;6.7;4.8;2.1;-0.3;8;0.8;3850
2016-02-04;4.7;2.6;-0.1;-3.8;6;2.8;0
2016-02-05;7.6;3.9;0.1;-2.7;4;2.3;0
2016-02-06;10.4;8.6;6;3.3;5;0;0
2016-02-07;12.2;7.8;4.9;3;6;0;1
2016-02-08;9.9;7.3;5.2;3.6;7;2.6;1217
2016-02-09;8.1;6.5;1.5;1.1;7;9.6;2250
2016-02-10;5.4;3.6;0.4;0;7;6.1;0
2016-02-11;5.2;4.1;2.1;1.9;5;6.7;0
2016-02-12;5.8;2.4;-0.9;-2.7;4;1;1483
2016-02-13;4.1;0.6;-1.2;-1;5;0;1583
2016-02-14;3.4;1.5;-0.3;-1.1;6;18.3;0
2016-02-15;2.5;1.1;0;-0.4;6;0.1;0
2016-02-16;3.8;-0.4;-5.1;-7.4;4;0;7883
2016-02-17;3.3;-0.1;-6;-8.5;5;3.3;6933
2016-02-18;1.2;0;-2.7;-5.7;5;0;0
2016-02-19;2.6;0.4;-4.5;-7.6;4;0.1;0
2016-02-20;6.5;3.7;0.4;-0.9;6;7.6;0
2016-02-21;10.8;7.5;4.9;4.5;7;19.1;0
2016-02-22;9.2;5.9;3.8;2;7;1.3;0
2016-02-23;7.7;4.3;1.9;-0.1;6;1.1;3317
2016-02-24;6.2;2.3;0;-2.2;6;0.8;4683
2016-02-25;4;1.5;-0.1;-1.5;5;1;1
2016-02-26;3.3;1.4;-3.7;-5;5;0.2;1
2016-02-27;4.7;-0.1;-4.8;-7.3;5;0;6200
2016-02-28;5.2;-1.2;-5.3;-8;5;0;4400
2016-02-29;3.6;-0.6;-4.1;-7.8;5;0;3517
2016-03-01;3.5;0;-5.7;-9.1;5;1.4;3450
2016-03-02;8.5;3.2;-2.3;-4.8;7;1.2;1
2016-03-03;7.6;3.3;-1.3;-4.1;5;0.4;1483
2016-03-04;5.8;2.5;-1.2;-3.7;5;0.7;1083
2016-03-05;5.1;3.9;2.7;2.1;5;1.5;0
2016-03-06;7.2;4;2.2;1;5;0;1150
2016-03-07;6.7;3;-2.5;-6.8;4;0;2283
2016-03-08;6.5;1.9;-3.8;-7.6;4;0;4900
2016-03-09;8.5;3.1;-2.5;-7;5;0;9917
2016-03-10;7.4;2.2;-4.1;-8.3;5;0;1
2016-03-11;6.1;2.5;-2.1;-5.3;6;0;1133
2016-03-12;3.9;1.6;-3.1;-5.6;5;0;0
2016-03-13;3.7;0.6;-3.5;-7.3;5;0;0
2016-03-14;7.4;3.7;0;-0.1;4;0;0
2016-03-15;7.6;4.6;2.3;0.6;5;0.2;3917
2016-03-16;9.2;3.4;-2;-6.8;5;0;11100
2016-03-17;12.6;4;-4.3;-8.2;5;0;10133
2016-03-18;8;5.1;3.3;3.2;4;0;0
2016-03-19;9.4;4.9;1.7;2.1;6;0;1850
2016-03-20;9;6.3;3.3;-0.7;6;0.1;1
2016-03-21;9;6.3;4.9;2.7;6;0.7;0
2016-03-22;9.1;6;1.7;-3.2;5;0.1;1
2016-03-23;10.7;5.5;-0.7;-6.1;5;0;4683
2016-03-24;9.2;3.3;-3.5;-7;4;0.6;1683
2016-03-25;8.5;6.8;5.3;2.3;4;2.3;0
2016-03-26;14.1;7.6;2.5;-1.7;5;0;7317
2016-03-27;12.4;7.7;5.5;3.6;6;1.8;1833
2016-03-28;13;8.6;4.6;2.2;6;0.5;5417
2016-03-29;11.9;7.2;3.6;0.8;6;3.5;4600
2016-03-30;10.7;6.1;3.2;1.3;7;2.1;2683
2016-03-31;11.1;6.4;2.7;-0.2;7;0;4767
2016-04-01;12;6;-0.7;-6.2;4;0;12100
2016-04-02;15;8.6;3.5;-1.3;5;0;9383
2016-04-03;18.4;11.7;5.2;2.8;5;0;4883
2016-04-04;21.6;13.8;8.2;5.2;6;0;2633
2016-04-05;13.1;10;6.1;2.9;5;5.8;0
2016-04-06;14.1;10.1;7.2;5.3;6;1.3;1933
2016-04-07;11.9;7;3.4;1.7;7;0.5;6300
2016-04-08;11.7;7;3.3;0;5;0.1;2483
2016-04-09;14.2;7.2;-0.6;-3.3;5;0;9483
2016-04-10;14.7;8.5;2.9;-0.2;5;0;9667
2016-04-11;13.1;7.8;-0.3;-3.6;6;1.4;9217
2016-04-12;13;8;5.2;2.1;5;3.9;2917
2016-04-13;13.7;8.5;4.2;1.8;6;2;3550
2016-04-14;13.5;8.5;4.8;1.2;4;0;5550
2016-04-15;10.8;8.1;4.9;3;8;7.5;0
2016-04-16;14.9;10;4.5;2.3;7;0.7;4567
2016-04-17;12;7.3;2.3;-2.2;7;0.1;8817
2016-04-18;11;7.2;1.4;-3;7;0.1;1550
2016-04-19;11.7;8.5;6.4;4.6;5;0.3;5400
2016-04-20;12.6;8.1;1.5;-2.1;5;0;9817
2016-04-21;14.9;7.6;-0.1;-4.9;5;0;13283
2016-04-22;13.1;7.3;2.3;-0.9;5;0;8183
2016-04-23;12.1;5.1;-0.5;-4.4;6;0.9;7433
2016-04-24;6.6;2.9;-0.7;-4.2;4;2.5;3833
2016-04-25;6.8;2.8;-1.9;-5.8;5;6.4;2617
2016-04-26;7.2;3.4;1.1;-1.3;6;2.8;2367
2016-04-27;8;3.8;0.7;-0.2;5;1.5;1517
2016-04-28;10.3;5.4;3.2;-0.7;6;2.5;4100
2016-04-29;13.1;7.5;-0.3;-2.6;6;0;4183
2016-04-30;12.2;7.3;1.1;-1.6;5;0;2150
2016-05-01;14.5;8.6;2.7;-0.8;5;0;8717
2016-05-02;19.6;11.5;0.6;-2.4;4;0;12317
2016-05-03;14.8;10.2;3.9;0.7;5;2.9;3367
2016-05-04;15;8.4;1.6;-2.2;4;0;11500
2016-05-05;17.1;9.6;-0.9;-4.4;5;0;14400
2016-05-06;23;15;3.6;1;5;0;14367
2016-05-07;24.4;18.1;11.5;6.3;5;0;14533
2016-05-08;24.5;17.7;7.7;4.8;6;0;14467
2016-05-09;25.5;17.7;7.3;3.9;6;0;14433
2016-05-10;24.4;17.6;8.3;4.5;5;0;14583
2016-05-11;25.3;17.5;9;4.5;6;0;13400
2016-05-12;19.5;13.9;10.2;7.9;6;0;14500
2016-05-13;21.3;14.3;6.7;2.1;6;0;12800
2016-05-14;13.7;8.9;4.9;3.7;6;5.2;6450
2016-05-15;12.1;7.6;3.7;2;7;2.9;6283
2016-05-16;14.5;8.9;3.6;1.2;6;0;10133
2016-05-17;13.3;9;3.9;-0.2;6;0.1;1
2016-05-18;19.6;12.7;2.5;0.1;4;0;7183
2016-05-19;23.2;15.9;5.5;3;4;0;12467
2016-05-20;19.4;14.6;11.4;9.5;5;0.4;1850
2016-05-21;22.9;17;9.7;7.6;5;0;5700
2016-05-22;28.2;20.4;13.8;11.6;6;7.5;10833
2016-05-23;22;16.9;14.4;13.5;4;7.6;1567
2016-05-24;15.5;13.8;11.7;12.3;5;0;0
2016-05-25;17.2;14.1;11.6;11.7;3;0;0
2016-05-26;14.7;13.9;13.1;12.8;3;2.6;0
2016-05-27;18.1;14.1;9.9;7.3;4;0;4950
2016-05-28;21;15.3;7.1;5.2;5;0;14533
2016-05-29;19;15.2;12.8;13.2;5;0;3217
2016-05-30;26.1;18.9;14.3;12.3;5;2.2;9117
2016-05-31;23.2;17;13.8;12.9;4;0.4;3267
2016-06-01;21.2;17.4;14.5;13.2;7;0;10750
2016-06-02;24;17.9;14.3;13.1;5;4.8;6533
2016-06-03;24.7;18.8;13;10.3;5;0;11900
2016-06-04;26.1;19.8;12.1;8.9;5;0;15450
2016-06-05;27.9;20.5;10.8;7.6;4;0;15550
2016-06-06;26.3;19.1;10.8;7.4;5;0;15783
2016-06-07;27.8;18.9;9.3;7.7;4;0;13500
2016-06-08;20.5;15.6;10.7;8.4;5;0;3600
2016-06-09;22.4;16.4;9.1;6.8;5;0;10033
2016-06-10;21.2;14.8;8;5.4;6;0;8267
2016-06-11;20.2;14.5;6.7;3.2;5;0.3;10917
2016-06-12;14.2;12.6;10.6;10;4;2.3;0
2016-06-13;20;15.1;11.5;11.4;4;2.4;1
2016-06-14;19.1;15.4;12;10.1;3;4.6;1450
2016-06-15;20.5;15.4;9.8;8.1;4;4.2;3717
2016-06-16;22.2;16.6;11.4;10.5;4;0;4967
2016-06-17;18.7;15.3;11.9;10.3;4;15;1400
2016-06-18;22;16.2;10.8;8.1;5;2.3;10783
2016-06-19;18.1;14.3;8;5;5;0;4600
2016-06-20;22.4;14;6;4;5;6.1;11000
2016-06-21;22.6;17.2;12.5;11.2;5;0.2;4633
2016-06-22;25.5;20.1;12.3;11.1;5;0.1;8033
2016-06-23;31.8;24.7;14.2;12.2;5;20;12167
2016-06-24;26.9;21.9;17.6;17.4;8;7.3;3767
2016-06-25;22.8;19.3;15.3;15.2;6;20.5;1
2016-06-26;21.7;16.8;10.8;8.9;6;0;8650
2016-06-27;22.5;16.5;11.2;9.7;5;1.1;7217
2016-06-28;20.1;15.7;11.5;10.3;4;5.8;5200
2016-06-29;21;16.2;12;10.8;5;0.6;4233
2016-06-30;21.2;17.5;14.1;13.3;5;0.1;1950
2016-07-01;21.3;18.1;16.2;15.6;5;4.2;1
2016-07-02;19.6;15.2;9.7;8.7;5;5.2;1767
2016-07-03;20.1;14.3;9.1;7.3;5;0.7;11900
2016-07-04;22.1;15.4;8.7;5;5;0;3967
2016-07-05;23;16.4;10.8;9.3;7;7.5;4733
2016-07-06;18.5;14.4;10.7;8.8;7;0;4700
2016-07-07;21;16.2;8.9;6;5;0;7367
2016-07-08;22.4;17;14;12.9;5;11;2033
2016-07-09;22.4;17.4;13.8;12.5;6;0.1;5267
2016-07-10;28;22.1;15.9;15.7;5;0;4150
2016-07-11;23.1;19.8;15.7;13.6;6;0;4867
2016-07-12;22.1;17;10.9;8.3;5;1.2;5133
2016-07-13;18.5;14.4;9.4;7.9;5;11.4;3400
2016-07-14;19.8;14.5;9.2;7.6;6;0.5;5667
2016-07-15;17.7;14.8;10.1;7.2;6;0.6;1
2016-07-16;20.3;16.2;9.8;7;5;1.6;1917
2016-07-17;22.8;16.9;11.8;9.3;6;0;2550
2016-07-18;22.1;17.2;14.3;13.1;5;0;4167
2016-07-19;24.9;18.8;14.8;12.4;4;0;3733
2016-07-20;27.6;21.6;13.2;12.3;4;0;14517
2016-07-21;29.1;23.5;18.5;16.9;5;0;9133
2016-07-22;28.5;22.1;16.2;14.6;4;0;6433
2016-07-23;26.4;20.6;13.4;11.1;4;0;6683
2016-07-24;27.7;21.9;16.4;14.5;5;0;10383
2016-07-25;28.9;22.6;16.5;14.4;4;0.7;5417
2016-07-26;25.1;19.8;13.9;12.7;4;0.6;11717
2016-07-27;22.5;17.9;14.4;13.1;4;0.1;1983
2016-07-28;24.6;19.7;16.3;15.6;4;2.1;7300
2016-07-29;24.7;19.8;16.2;15.4;5;1;4417
2016-07-30;22.9;18.1;13.4;10.5;5;2.9;4400
2016-07-31;20.1;16.2;12.3;9.1;4;0.6;1967
2016-08-01;20.9;15.4;11.6;8.5;5;1.3;3483
2016-08-02;21.7;16;9.4;6;4;0.8;8767
2016-08-03;20.2;17.4;13.7;12.5;5;9.4;0
2016-08-04;22.8;18.5;15.2;13.1;5;0;3850
2016-08-05;22.5;17.5;12.8;10.6;6;2.2;6233
2016-08-06;21.6;16.6;12.9;10.1;6;1.8;6800
2016-08-07;24.9;18.3;11.5;8.4;5;0.6;5017
2016-08-08;22;18.2;13;12.4;6;0.5;5417
2016-08-09;18.7;13.6;10.7;8.8;6;1.1;3800
2016-08-10;17.8;12.6;8.5;6.4;5;0.5;8317
2016-08-11;15.5;11.7;8;5.5;5;3.1;1233
2016-08-12;19.2;16.1;13;13;5;0.5;0
2016-08-13;21.6;17.1;14.4;12.8;5;0.8;1750
2016-08-14;21.2;16.1;11;8.5;5;0.6;6017
2016-08-15;21.3;15.1;9.6;5.8;4;0;5083
2016-08-16;21.7;14.9;8.6;4.7;5;0;12300
2016-08-17;23;14.9;5.5;3.1;4;0;10133
2016-08-18;20.6;15.1;10;7.3;4;0;3633
2016-08-19;23.5;16.7;8.6;5.8;3;1.1;11433
2016-08-20;23.1;18;12.5;11.2;4;3.9;2683
2016-08-21;23.2;16.8;10.7;8.9;6;0.6;8517
2016-08-22;22.8;17.4;14.7;12.9;5;3.4;1367
2016-08-23;24.8;19.5;13.4;12.1;4;0;5467
2016-08-24;28.4;21;11.6;9.9;4;0;13167
2016-08-25;31.6;24.3;17.2;15.2;4;0;13267
2016-08-26;32.8;24.1;17.8;16.6;5;0;12883
2016-08-27;23.7;19.1;15.5;13.5;5;0.2;9050
2016-08-28;30.9;20.9;16.3;14.9;6;4.8;6550
2016-08-29;21.5;17;10.6;7.1;6;0.3;5500
